,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
2685,Onkar Infotech,4.1,(155 Reviews),Private,"Gurgaon/Gurugram,Haryana + 1 more",22 years old,51-200 Employees (India)
2686,ANAROCK Property...,3.8,(155 Reviews),Private,"Mumbai,Maharashtra + 16 more",5 years old,501-1k Employees (India)
2687,Stanza Living,3.3,(155 Reviews),Private,"Delhi,NCT + 13 more",5 years old,501-1k Employees (India)
2688,Praxair,4.0,(154 Reviews),Private,"Danbury,Connecticut + 23 more",115 years old,201-500 Employees (India)
2689,Rosenberger Elec...,4.1,(154 Reviews),Tittmoning + 18 more,64 years old,501-1k Employees (India),
2690,IDS Infotech,3.0,(154 Reviews),Public,"Mohali,Punjab + 5 more",33 years old,1k-5k Employees (India)
2691,Sedemac Mechatro...,4.0,(154 Reviews),Private,"Mumbai,Maharashtra + 2 more",15 years old,201-500 Employees (India)
2692,Signode,3.9,(154 Reviews),Private,"Glenview,Illinois + 25 more",109 years old,501-1k Employees (India)
2693,Metric Stream In...,3.5,(154 Reviews),Private,"San Jose,California + 1 more",23 years old,1k-5k Employees (Global)
2694,S.c Johnson Prod...,4.3,(154 Reviews),Private,"Racine,Wisconsin + 32 more",136 years old,501-1k Employees (India)
2695,Tanishq Jeweller...,4.4,(154 Reviews),Bengaluru + 65 more,28 years old,501-1k Employees (India),
2696,FIGMD,3.4,(154 Reviews),Private,"Rockford,IL",12 years old,501-1k Employees (India)
2697,Supermax Persona...,4.0,(154 Reviews),Private,"Dubai,Dubai + 34 more",73 years old,1k-5k Employees (India)
2698,Romsons Group Of...,4.1,(154 Reviews),Private,"Agra,Uttar Pradesh + 28 more",70 years old,201-500 Employees (India)
2699,Embibe,3.9,(164 Reviews),Private,"Bangalore,Karnataka + 6 more",10 years old,501-1k Employees (India)
2700,Pace Power Syste...,4.3,(153 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 33 more",73 years old,501-1k Employees (India)
2701,Bajaj Hindusthan,3.9,(153 Reviews),Public,"Mumbai,Maharashtra + 12 more",91 years old,5k-10k Employees (Global)
2702,Luxor Writing In...,3.4,(153 Reviews),Private,"Noida,Uttar Pradesh + 23 more",21 years old,1k-5k Employees (India)
2703,Apparel Group,3.4,(153 Reviews),Private,"Dubai,Dubai + 14 more",23 years old,10k-50k Employees (Global)
2704,Gujarat State Fe...,4.5,(153 Reviews),Private,"Vadodara/Baroda,Gujarat + 17 more",60 years old,1k-5k Employees (India)
2705,IndiaCan,4.5,(153 Reviews),Private,"Noida,Uttar Pradesh + 40 more",14 years old,501-1k Employees (Global)
2706,Efftronics Syste...,3.6,(153 Reviews),Private,"Vijayawada,Andhra Pradesh + 17 more",37 years old,501-1k Employees (India)
2707,Einfochips,3.7,(153 Reviews),Private,"San Jose,California + 3 more",28 years old,1k-5k Employees (India)
2708,Sundaram Motors,3.7,(153 Reviews),Private,"Chennai,Tamil Nadu + 21 more",24 years old,51-200 Employees (India)
2709,Grey Orange,3.8,(153 Reviews),Private,"Gurgaon,Haryana + 8 more",11 years old,501-1k Employees (India)
2710,Zydex Industries,4.0,(153 Reviews),Private,"Vadodara/Baroda,Gujrat + 37 more",25 years old,201-500 Employees (India)
2711,Wipro Digital,3.5,(153 Reviews),Private,"Brooklyn,New York + 12 more",7 years old,10k-50k Employees (Global)
2712,Invesco,4.2,(153 Reviews),Private,"Atlanta,Atlanta + 3 more",87 years old,501-1k Employees (India)
2713,Superhouse,3.9,(153 Reviews),Public,"Unnao,Uttar Pradesh + 6 more",42 years old,5k-10k Employees (Global)
2714,Aparna Enterpris...,4.4,(153 Reviews),"Hyderabad/Secunderabad,Telangana + 19 more",32 years old,501-1k Employees (India),
2715,Roki Minda Co,4.4,(153 Reviews),Private,Bawal + 14 more,12 years old,51-200 Employees (India)
2716,Data Entry,3.8,(153 Reviews),Private,New Delhi + 60 more,23 years old,51-200 Employees (India)
2717,Amoli Organics,3.9,(153 Reviews),"Mumbai,Maharashtra + 4 more",31 years old,1k-5k Employees (India),
2718,ESIC HOSPITAL,4.5,(153 Reviews),Private,"Delhi/NCR,New Delhi + 34 more",70 years old,201-500 Employees (India)
2719,ESDS Software So...,4.1,(153 Reviews),Private,"Nashik,Maharashtra + 8 more",17 years old,501-1k Employees (India)
2720,Nalco water,4.4,(153 Reviews),Private,Naperville + 23 more,94 years old,1k-5k Employees (India)
2721,Aachi Foods,4.2,(153 Reviews),Private,"Chennai,Tamil Nadu + 18 more",27 years old,201-500 Employees (India)
2722,HSBC Global Serv...,4.1,(153 Reviews),Private,London + 8 more,157 years old,10k-50k Employees (India)
2723,INDIAN PUBLIC SC...,4.0,(153 Reviews),Private,"Salem,Tamil Nadu + 33 more",18 years old,1k-5k Employees (India)
2724,Resurgent India,4.8,(153 Reviews),Private,Gurgaon + 8 more,17 years old,201-500 Employees (India)
2725,GAVS Technologie...,4.1,(153 Reviews),Private,"Princeton,New Jersey + 7 more",24 years old,1k-5k Employees (India)
2726,Best Sellers,4.4,(153 Reviews),Private,Brande + 27 more,47 years old,10k-50k Employees (Global)
2727,Sumitomo Chemica...,4.1,(153 Reviews),Private,"Chuo City,Tokyo + 37 more",97 years old,1k-5k Employees (India)
2728,Bank of Maharash...,3.8,(152 Reviews),Private,Pune + 35 more,87 years old,10k-50k Employees (India)
2729,Ample Technologi...,3.6,(152 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 19 more",25 years old,501-1k Employees (India)
2730,Bombay Dyeing,3.6,(152 Reviews),Private,"Mumbai,Maharashtra + 24 more",143 years old,1k-5k Employees (India)
2731,Global Edge Soft...,3.6,(152 Reviews),Private,"Bangalore,Karnataka + 7 more",17 years old,201-500 Employees (India)
2732,Skilliantech,4.7,(152 Reviews),Private,"London,England + 9 more",17 years old,11-50 Employees (India)
2733,Emirates Airline...,4.1,(152 Reviews),Private,"Dubai,Dubai + 12 more",37 years old,1k-5k Employees (India)
2734,Sales India,3.8,(152 Reviews),Private,Ahmedabad + 50 more,51 years old,501-1k Employees (India)
2735,Shyam Indus Powe...,3.8,(152 Reviews),Private,"Delhi/NCR,Delhi + 16 more",18 years old,201-500 Employees (India)
2736,Citrix,4.0,(152 Reviews),Private,"Fort Lauderdale,Florida + 2 more",33 years old,1k-5k Employees (India)
2737,NetApp,4.2,(152 Reviews),Private,"San Jose,California + 3 more",30 years old,1k-5k Employees (India)
2738,Shakti Pumps,3.7,(152 Reviews),Public,"Dhar,Madhya Pradesh + 22 more",40 years old,501-1k Employees (India)
2739,Jindal Aluminium,4.2,(152 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",54 years old,1k-5k Employees (India)
2740,Uniinfo Telecom ...,3.4,(152 Reviews),Public,"Indore,Madhya Pradesh + 23 more",12 years old,201-500 Employees (India)
2741,Danone Nutricia,3.7,(152 Reviews),Private,Barcelona + 38 more,126 years old,51-200 Employees (India)
2742,EVRY India,3.5,(152 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,501-1k Employees (India)
2743,Hipad Technology...,3.9,(152 Reviews),"Noida,Uttar Pradesh + 3 more",6 years old,1k-5k Employees (Global),
2744,SHYAM METALICS A...,3.7,(152 Reviews),Private,"Kolkata,West Bengal + 10 more",27 years old,1k-5k Employees (Global)
2745,T&M Services con...,3.7,(152 Reviews),Private,"Mumbai,Maharashtra + 36 more",26 years old,501-1k Employees (India)
2746,Cheil India,3.2,(152 Reviews),Private,Gurugram + 13 more,19 years old,201-500 Employees (India)
2747,Harman Finochem,4.0,(152 Reviews),Private,"Mumbai,Maharashtra + 7 more",15 years old,501-1k Employees (India)
2748,Pegasystems,3.6,(152 Reviews),Private,"Cambridge,Massachusetts + 2 more",39 years old,1k-5k Employees (India)
2749,Khimji Ramdas,4.0,(152 Reviews),Private,Muscat + 18 more,152 years old,201-500 Employees (India)
2750,Servion Global S...,3.4,(152 Reviews),Private,"Chennai,Tamil Nadu + 11 more",27 years old,201-500 Employees (India)
2751,Emerson Climate ...,4.2,(153 Reviews),St. Louis + 18 more,132 years old,1k-5k Employees (India),
2752,Jubilant Agri an...,3.8,(151 Reviews),Private,Noida + 31 more,12 years old,201-500 Employees (India)
2753,Thomson Digital,3.0,(151 Reviews),Private,"Noida,Uttar Pradesh + 6 more",60 years old,201-500 Employees (India)
2754,ESAB,4.2,(151 Reviews),Public,"Chennai,Tamil Nadu + 14 more",35 years old,501-1k Employees (India)
2755,Gold's Gym,3.7,(151 Reviews),Private,"Dallas,Texas + 44 more",57 years old,5k-10k Employees (Global)
2756,RDC Concrete (In...,4.0,(151 Reviews),Private,"Mumbai,Maharashtra + 24 more",29 years old,501-1k Employees (India)
2757,POSCO MAHARASHTR...,4.1,(151 Reviews),Private,Pohang-si + 8 more,10 years old,201-500 Employees (India)
2758,Patil Group,3.9,(151 Reviews),Hyderabad + 26 more,89 years old,11-50 Employees (India),
2759,Aptus Value Hous...,4.3,(151 Reviews),Private,"Chennai,Tamil Nadu + 65 more",13 years old,201-500 Employees (India)
2760,TAL Manufacturin...,4.1,(151 Reviews),Private,"Pune,Maharashtra + 5 more",22 years old,501-1k Employees (India)
2761,Krishnapatnam Po...,4.0,(151 Reviews),Private,"Nellore,Andhra Pradesh + 5 more",14 years old,501-1k Employees (Global)
2762,Carrier Midea,4.0,(151 Reviews),"Gurgaon/Gurugram,Haryana + 32 more",10 years old,501-1k Employees (India),
2763,Amec Foster Whee...,4.0,(151 Reviews),Private,Aberdeen + 10 more,40 years old,1k-5k Employees (India)
2764,Hindustan Syring...,4.0,(151 Reviews),Private,"Faridabad,Haryana + 11 more",65 years old,51-200 Employees (India)
2765,Call 2 Connect,3.2,(151 Reviews),"Mumbai,Maharashtra + 10 more",19 years old,501-1k Employees (India),
2766,Capital small Fi...,4.1,(151 Reviews),Jalandhar + 35 more,23 years old,1k-5k Employees (India),
2767,Taraashna Financ...,4.2,(151 Reviews),Private,Gurgaon + 42 more,10 years old,51-200 Employees (India)
2768,Gainwell Commosa...,4.0,(151 Reviews),Private,"Kolkata,West Bengal + 30 more",78 years old,1k-5k Employees (India)
2769,Northcorp Softwa...,4.7,(151 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",7 years old,51-200 Employees (India)
2770,Karamtara Engine...,3.2,(151 Reviews),"Mumbai,Maharashtra + 9 more",26 years old,501-1k Employees (India),
2771,Mann And Hummel ...,4.3,(151 Reviews),Private,"Schwieberdinger,Ludwigsburg + 7 more",80 years old,201-500 Employees (India)
2772,Kcc Buildcon,4.1,(151 Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",13 years old,1k-5k Employees (India)
2773,Ienergizer BPO S...,3.5,(151 Reviews),Noida + 6 more,5k-10k Employees (India),,
2774,Gyan Dairy,3.7,(151 Reviews),Private,"Lucknow,Uttar Pradesh + 11 more",15 years old,501-1k Employees (India)
2775,Al Tasnim Enterp...,3.8,(151 Reviews),Private,Muscat + 6 more,46 years old,201-500 Employees (India)
2776,Sub-K IMPACT Sol...,4.2,(151 Reviews),Private,Hyderabad + 44 more,12 years old,51-200 Employees (India)
2777,Venus Remedies,3.6,(151 Reviews),Public,"Panchkula,Haryana + 21 more",33 years old,501-1k Employees (India)
2778,Al Fara'a Group,3.6,(266 Reviews),Private,"Al Ain,Abu Dhabi + 9 more",42 years old,10k-50k Employees (Global)
2779,IMS People,3.8,(150 Reviews),Private,Ahmedabad + 14 more,16 years old,1k-5k Employees (Global)
2780,Harjai Computers,4.6,(150 Reviews),Private,"Mumbai,Maharashtra + 5 more",27 years old,501-1k Employees (India)
2781,National Enginee...,4.0,(150 Reviews),"Jaipur,Rajasthan + 15 more",76 years old,1k-5k Employees (India),
2782,SEW Infrastructu...,4.1,(150 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",62 years old,1k-5k Employees (India)
2783,Western Refriger...,4.2,(150 Reviews),Private,"Mumbai,Maharashtra + 21 more",50 years old,501-1k Employees (India)
2784,Suburban Diagnos...,3.8,(150 Reviews),Private,"Mumbai,Maharashtra + 10 more",28 years old,51-200 Employees (India)
2785,Archirodon,4.1,(150 Reviews),Private,"Dordrecht,South Holland + 14 more",63 years old,201-500 Employees (India)
2786,Offshoot Agency,3.7,(150 Reviews),Private,Noida + 10 more,20 years old,501-1k Employees (India)
2787,Meghalaya Cement...,3.9,(150 Reviews),Private,"Kolkata,West Bengal + 5 more",19 years old,201-500 Employees (India)
2788,Gujarat Gas,4.5,(150 Reviews),Public,"Gandhinagar,Gujarat + 30 more",42 years old,1k-5k Employees (India)
2789,Offshoot Agency,3.7,(150 Reviews),Private,Noida + 10 more,20 years old,501-1k Employees (India)
2790,Richa Global Exp...,3.9,(150 Reviews),"Gurgaon/Gurugram,Haryana + 8 more",31 years old,10k-50k Employees (India),
2791,Cotmac Electroni...,4.2,(150 Reviews),Private,"Pune,Maharashtra + 11 more",31 years old,201-500 Employees (India)
2792,Kentech Internat...,4.5,(150 Reviews),Private,Dubai + 10 more,29 years old,201-500 Employees (India)
2793,Cordlife Science...,3.9,(150 Reviews),Private,"Kolkata,West Bengal + 30 more",21 years old,201-500 Employees (India)
2794,Apollo Gleneagle...,4.0,(150 Reviews),Private,"Kolkata,West Bengal",19 years old,501-1k Employees (India)
2795,Schneider Electr...,4.0,(150 Reviews),Public,Rueil-Malmaison + 19 more,186 years old,10k-50k Employees (India)
2796,PC Financial Ser...,3.6,(150 Reviews),"Gurgaon/Gurugram,Haryana + 3 more",27 years old,201-500 Employees (India),
2797,Sel Manufacturin...,4.1,(150 Reviews),Public,"Ludhiana,Punjab + 10 more",53 years old,1k-5k Employees (India)
2798,Toyota Tsusho,4.2,(1.4k Reviews),Public,"Nagoya,Aichi + 13 more",23 years old,501-1k Employees (India)
2799,Al-Futtaim Group,3.7,(558 Reviews),Private,"Dubai,Dubai + 12 more",92 years old,501-1k Employees (India)
2800,Toshiba,4.2,(396 Reviews),Private,Tokyo + 22 more,147 years old,501-1k Employees (India)
2801,Bal Pharma,3.8,(149 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",35 years old,501-1k Employees (India)
2802,Stovekraft,3.7,(149 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 18 more",28 years old,1k-5k Employees (India)
2803,IREO,4.0,(149 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",18 years old,501-1k Employees (India)
2804,Box8,3.3,(149 Reviews),Private,"Mumbai,Maharashtra + 8 more",11 years old,1k-5k Employees (India)
2805,Oberoi Realty,3.6,(149 Reviews),Public,"Mumbai,Maharashtra + 5 more",42 years old,501-1k Employees (India)
2806,Midco,3.9,(149 Reviews),Private,Sioux Falls + 28 more,91 years old,1-10 Employees (India)
2807,Shah Technical C...,3.9,(149 Reviews),Private,"Mumbai,Maharashtra + 31 more",13 years old,51-200 Employees (India)
2808,IKEA,4.2,(149 Reviews),Private,Delft + 11 more,79 years old,10k-50k Employees (India)
2809,Aspire Home Fina...,4.1,(149 Reviews),Private,"Mumbai,Maharashtra + 59 more",9 years old,1k-5k Employees (India)
2810,Amazon Web Servi...,4.0,(149 Reviews),"Seattle,Washington + 20 more",16 years old,50k-1 Lakh Employees (Global),
2811,Asti Electronics...,4.1,(149 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",18 years old,201-500 Employees (India)
2812,Basicfirst Learn...,3.0,(149 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 25 more",4 years old,51-200 Employees (India)
2813,Citigroup,3.8,(1.6k Reviews),Private,"New York City,New York + 15 more",210 years old,1 Lakh+ Employees (Global)
2814,UAE Exchange,4.0,(345 Reviews),Public,"Abu Dhabi,Abu Dhabi + 37 more",27 years old,5k-10k Employees (Global)
2815,National Institu...,4.2,(324 Reviews),Public,New Delhi + 25 more,15 years old,51-200 Employees (Global)
2816,Monsanto,4.7,(212 Reviews),Public,St. Louis + 28 more,121 years old,1k-5k Employees (Global)
2817,Alchem Internati...,3.8,(148 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",87 years old,201-500 Employees (India)
2818,SiliconIndia,2.6,(148 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",25 years old,501-1k Employees (Global)
2819,Sun TV Network,3.8,(148 Reviews),Public,"Chennai,Tamil Nadu + 7 more",29 years old,1k-5k Employees (India)
2820,Alchem Internati...,3.8,(148 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",87 years old,201-500 Employees (India)
2821,Ozone Overseas,3.6,(148 Reviews),Private,"Delhi/NCR,Delhi + 19 more",22 years old,51-200 Employees (India)
2822,Secure Value,3.6,(148 Reviews),Private,"Mumbai,Maharashtra + 44 more",20 years old,5k-10k Employees (Global)
2823,Personiv,3.4,(148 Reviews),"Austin,Texas + 2 more",37 years old,1k-5k Employees (India),
2824,United India Ins...,4.2,(148 Reviews),Public,"Chennai,Tamil Nadu + 57 more",84 years old,10k-50k Employees (India)
2825,LendingKart,3.2,(148 Reviews),Public,"Ahmedabad,Gujarat + 17 more",8 years old,201-500 Employees (India)
2826,TowerVision Indi...,4.2,(148 Reviews),Private,Chennai + 21 more,16 years old,501-1k Employees (India)
2827,Ivy Hospital,3.7,(148 Reviews),Private,"Mohali,Punjab + 10 more",14 years old,501-1k Employees (India)
2828,Jay Chemical Ind...,4.1,(148 Reviews),Private,"Ahmedabad,Gujarat + 13 more",55 years old,501-1k Employees (India)
2829,Technico Industr...,3.7,(148 Reviews),"Gurgaon/Gurugram,Haryana + 9 more",52 years old,201-500 Employees (India),
2830,Laser Power & In...,3.7,(148 Reviews),Private,"Kolkata,West Bengal + 20 more",34 years old,501-1k Employees (India)
2831,Pon Pure Chemica...,3.9,(148 Reviews),Private,"Chennai,Tamil Nadu + 26 more",41 years old,501-1k Employees (India)
2832,Oerlikon Grazian...,4.3,(148 Reviews),Private,Pfaffikon + 9 more,116 years old,1k-5k Employees (India)
2833,Emirates Flight ...,4.5,(148 Reviews),Public,"Dubai,Dubai + 11 more",40 years old,201-500 Employees (India)
2834,BRLPS,3.9,(148 Reviews),Patna + 33 more,15 years old,1k-5k Employees (India),
2835,Ciena,4.2,(148 Reviews),Private,"Hanover,Maryland + 9 more",30 years old,1k-5k Employees (India)
2836,STAR,3.8,(191 Reviews),"Mumbai,Maharashtra + 24 more",28 years old,501-1k Employees (Global),
2837,Precision Techse...,3.7,(147 Reviews),Private,"Chennai,Tamil Nadu + 50 more",23 years old,1k-5k Employees (India)
2838,Fingent,4.9,(147 Reviews),Private,"New York,New York + 2 more",19 years old,201-500 Employees (India)
2839,Canvera,3.5,(147 Reviews),Private,"Bangalore,Karnataka + 22 more",15 years old,501-1k Employees (India)
2840,Affiliated Compu...,4.0,(147 Reviews),Private,Dallas + 11 more,34 years old,11-50 Employees (India)
2841,Bharat Rasayan,4.2,(147 Reviews),Public,"Delhi/NCR,New Delhi + 9 more",33 years old,201-500 Employees (India)
2842,TRINAMIX,4.4,(147 Reviews),Private,"San Jose,California + 3 more",10 years old,51-200 Employees (India)
2843,The Indian Hotel...,4.3,(147 Reviews),Private,"Mumbai,Maharashtra + 26 more",123 years old,1k-5k Employees (India)
2844,Continuum Manage...,3.8,(147 Reviews),Private,"Tampa,Florida + 1 more",17 years old,51-200 Employees (India)
2845,Sany Heavy Indus...,4.0,(147 Reviews),Private,"Beijing,Beijing + 30 more",33 years old,501-1k Employees (India)
2846,PhyCARE Solution...,3.8,(147 Reviews),Private,"Bronx,New York + 2 more",22 years old,1k-5k Employees (Global)
2847,MapmyIndia,3.8,(147 Reviews),"Delhi,NCT + 5 more",30 years old,201-500 Employees (India),
2848,JGC Corporation,4.4,(147 Reviews),Private,Kanagawa + 9 more,94 years old,5k-10k Employees (Global)
2849,TRINAMIX,4.4,(147 Reviews),Private,"San Jose,California + 3 more",10 years old,51-200 Employees (India)
2850,APOLLO POWER SYS...,4.0,(147 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",37 years old,1k-5k Employees (India)
2851,Ict Sms,3.9,(147 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",13 years old,51-200 Employees (India),
2852,BIC Contracting,4.4,(147 Reviews),Dubai + 10 more,1k-5k Employees (India),,
2853,Pathkind Diagnos...,3.8,(147 Reviews),Private,"Gurgaon/Gurugram,Haryana + 41 more",6 years old,501-1k Employees (India)
2854,Laxmi Organic In...,3.9,(147 Reviews),Public,"Mumbai,Maharashtra + 5 more",30 years old,201-500 Employees (India)
2855,Applied Material...,4.3,(147 Reviews),Private,"Santa Clara,California + 8 more",20 years old,1k-5k Employees (India)
2856,Dun & Bradstreet,3.8,(147 Reviews),Private,"Short Hills,New Jersey + 9 more",27 years old,201-500 Employees (India)
2857,Galore Networks,3.0,(146 Reviews),Private,"Chennai,Tamil Nadu + 33 more",17 years old,1k-5k Employees (Global)
2858,Mobius Knowledge...,3.7,(146 Reviews),Private,"Chennai,Tamil Nadu",20 years old,1k-5k Employees (India)
2859,Ritz-Carlton,4.2,(146 Reviews),Private,Maryland + 13 more,39 years old,501-1k Employees (India)
2860,Sterling Tools,3.9,(146 Reviews),Public,"Faridabad,Haryana + 9 more",43 years old,501-1k Employees (India)
2861,Techavera Soluti...,4.4,(146 Reviews),Noida + 3 more,12 years old,51-200 Employees (India),
2862,MBL Infrastructu...,4.4,(146 Reviews),Public,"Delhi/NCR,Delhi + 13 more",27 years old,201-500 Employees (India)
2863,Can-Pack,4.3,(146 Reviews),Private,"Aurangabad,Maharashtra + 6 more",30 years old,501-1k Employees (India)
2864,Solartis Technol...,3.7,(146 Reviews),"Manhattan Beach,California",18 years old,51-200 Employees (India),
2865,Muthoot Homefin ...,3.6,(146 Reviews),Private,"Mumbai,Maharashtra + 49 more",11 years old,201-500 Employees (India)
2866,DBOI Global Serv...,4.3,(146 Reviews),Private,"Mumbai,Maharashtra + 5 more",42 years old,51-200 Employees (India)
2867,Pyro Group,3.6,(146 Reviews),"Hyderabad/Secunderabad,Telangana + 25 more",23 years old,501-1k Employees (Global),
2868,EASi,3.6,(146 Reviews),Private,"Hanover,Maryland + 5 more",41 years old,501-1k Employees (India)
2869,Policyboss.com,3.5,(146 Reviews),"Mumbai,Maharashtra + 18 more",19 years old,501-1k Employees (India),
2870,Bsh Household Ap...,4.2,(146 Reviews),"Munich,Munich + 25 more",55 years old,501-1k Employees (India),
2871,Desun Hospital &...,3.4,(146 Reviews),"Kolkata,West Bengal + 5 more",14 years old,1k-5k Employees (Global),
2872,Dhani Healthcare,3.7,(146 Reviews),Gurgaon/Gurugram + 50 more,501-1k Employees (India),,
2873,Bajaj Energy,4.3,(146 Reviews),Public,"Mumbai,Maharashtra + 15 more",14 years old,201-500 Employees (India)
2874,Wolters Kluwer,3.8,(146 Reviews),"Alphen Aan Den Rijn,South Holland + 10 more",16 years old,201-500 Employees (India),
2875,People Tech Grou...,3.5,(146 Reviews),Private,"Redmond,Washington + 4 more",16 years old,1k-5k Employees (India)
2876,Fiat Chrysler Au...,4.0,(448 Reviews),Public,London + 11 more,8 years old,1k-5k Employees (India)
2877,LuLu Group Inter...,4.0,(202 Reviews),Private,"Abu Dhabi,Abu Dhabi + 20 more",56 years old,1k-5k Employees (India)
2878,MMC Infotech Ser...,3.6,(145 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India)
2879,inTarvo Technolo...,3.7,(145 Reviews),Private,Noida + 17 more,27 years old,1k-5k Employees (Global)
2880,Cogencis Informa...,3.8,(145 Reviews),Private,"Mumbai,Maharashtra + 5 more",15 years old,501-1k Employees (India)
2881,AISECT,3.9,(145 Reviews),Private,"Bhopal,Madhya Pradesh + 40 more",37 years old,1k-5k Employees (Global)
2882,Johnson Matthey,4.2,(145 Reviews),Private,London + 12 more,205 years old,501-1k Employees (India)
2883,ArcGate,3.7,(145 Reviews),Private,"Udaipur,Rajasthan",17 years old,1k-5k Employees (Global)
2884,GKB RX Lens,4.1,(145 Reviews),Private,"Kolkata,West Bengal + 18 more",63 years old,1k-5k Employees (Global)
2885,SEED Infotech,3.6,(145 Reviews),Public,"Pune,Maharashtra + 12 more",28 years old,1k-5k Employees (India)
2886,Fourrts India La...,3.7,(145 Reviews),Private,"Chennai,Tamil Nadu + 22 more",45 years old,1k-5k Employees (India)
2887,LanceSoft,3.6,(145 Reviews),Private,Herndon + 12 more,22 years old,201-500 Employees (India)
2888,Vascon Engineers,3.6,(145 Reviews),Public,"Pune,Maharashtra + 11 more",36 years old,501-1k Employees (India)
2889,VAYA Finserv,4.3,(145 Reviews),"Hyderabad,Telangana + 36 more",8 years old,1k-5k Employees (India),
2890,Gojavas,4.2,(145 Reviews),Private,"Gurgaon,Haryana + 47 more",9 years old,1k-5k Employees (Global)
2891,SISL Infotech,3.8,(145 Reviews),Private,"Delhi/NCR,Delhi + 30 more",15 years old,501-1k Employees (India)
2892,Alghanim Interna...,4.0,(145 Reviews),Private,Kuwait City + 9 more,62 years old,10k-50k Employees (Global)
2893,Vedant Fashions,3.7,(145 Reviews),Private,"Kolkata,West Bengal + 28 more",20 years old,1k-5k Employees (India)
2894,Magma HDI Genera...,3.9,(145 Reviews),"Mumbai,Maharashtra + 52 more",10 years old,501-1k Employees (India),
2895,Vem Technologies,3.9,(145 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",29 years old,1k-5k Employees (India)
2896,Cyber Infrastruc...,3.7,(145 Reviews),"San Jose,California",19 years old,501-1k Employees (India),
2897,Hector Beverages,4.1,(145 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",13 years old,501-1k Employees (India)
2898,Banswara Syntex,4.2,(145 Reviews),Public,"Banswara,Rajasthan + 8 more",46 years old,10k-50k Employees (India)
2899,Coolberg Beverag...,3.3,(145 Reviews),Private,"Mumbai,Maharashtra + 22 more",6 years old,201-500 Employees (India)
2900,Balasore Alloys,3.7,(145 Reviews),Public,"Balasore,Odisha + 10 more",38 years old,501-1k Employees (India)
2901,Worldline Global...,3.9,(145 Reviews),Private,"Bezons,Val Doise + 17 more",52 years old,201-500 Employees (India)
2902,Digit Insurance,3.8,(145 Reviews),"Bangalore,Karnataka + 26 more",6 years old,1k-5k Employees (India),
2903,Capco Technologi...,3.8,(145 Reviews),London + 7 more,24 years old,1k-5k Employees (Global),
2904,Zebronics,3.5,(145 Reviews),Private,"Chennai,Tamil Nadu + 33 more",25 years old,1k-5k Employees (India)
2905,Jagran Prakashan,4.0,(463 Reviews),Public,Kanpur + 40 more,47 years old,1k-5k Employees (India)
2906,EC-Council,4.7,(144 Reviews),Private,Petaling Jaya + 7 more,11-50 Employees (Global),
2907,Rail Vikas Nigam,4.0,(144 Reviews),Private,"Delhi/NCR,Delhi + 43 more",19 years old,1k-5k Employees (India)
2908,Corona Remedies,4.0,(144 Reviews),Private,Ahmedabad + 29 more,18 years old,501-1k Employees (India)
2909,Holcim,3.3,(144 Reviews),Private,Navi Mumbai + 22 more,110 years old,5k-10k Employees (Global)
2910,YKK,3.9,(144 Reviews),"Gurgaon/Gurugram,Haryana + 12 more",27 years old,201-500 Employees (India),
2911,Rooman Technolog...,3.6,(144 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",23 years old,201-500 Employees (India)
2912,Jockey,4.1,(144 Reviews),Private,Kenosha + 52 more,146 years old,10k-50k Employees (India)
2913,Valvoline Cummin...,4.0,(144 Reviews),Private,"Gurgaon/Gurugram,Haryana + 37 more",24 years old,201-500 Employees (India)
2914,MOURI Tech,3.9,(144 Reviews),Private,"Dallas,Texas + 5 more",17 years old,1k-5k Employees (India)
2915,Rail Vikas Nigam,4.0,(144 Reviews),Private,"Delhi/NCR,Delhi + 43 more",19 years old,1k-5k Employees (India)
2916,Corona Remedies,4.0,(144 Reviews),Private,Ahmedabad + 29 more,18 years old,501-1k Employees (India)
